company_name,request_url,request_company_url,location,tags,founding_date,founders,urls,emails,phones,description_short,description
Learntalk,https://e27.co/startup/learntalk,http://learntalk.org,Philippines,"Education,Agency & Consulting",,Nicolo Luccini,"https://www.facebook.com/learntalk.org/,https://www.linkedin.com/company/learntalk",,,LearnTalk is an online provider of one-on-one English tutorials. Lessons for as a little as USD3. Quality tuition guaranteed based on proprietary teaching techniques. English for everyone!,"Learntalk is an online provider of one-one-one English tutorials. It aims to provide both the cheapest and the best English tutorials in the world.Learntalk's teaching methodology is different. Started by a team of linguists and teachers from Cambridge University and Berlitz, they realized current ESL didactic techniques needed refreshing. Learntalk's methodology means its instructors teach nearly exclusively by asking questions, through proprietary and relevant lesson plans, thereby engaging their students.The  team also realized that the price being charged by most online English tutorial services was not justified. The current model of online tutorials where companies rent large offices is not cost-effective or attractive to the teachers. To keep prices competitive (USD 3 per lesson) Learntalk has minimum overhead. Instead all teachers work from home and are trained and monitored remotely, automating as many of the administrative functions as possible.Learntalk's mission is to democratize language learning. English for everyone."
Flitter,https://e27.co/startup/flitter,https://www.flittertrips.com,Singapore,,,,,,,Flitter is an early stage startup developing the future of travel planning. At its core is an engine which helps travellers find the most optimal travel routes automatically.,"Flitter is creating value for younger travellers who increasingly prefer unique and personalised travel experiences. Our platform provides a world’s first tool to maximise travel time and minimise the hassle of planning personalised trips.What are we building?Flitter is a world’s first travel-technology platform, solving the travelling salesman problem for travellers. We are also developing machine learning capabilities to continuously enhance this core. Another key challenge which we are embracing is in making sense of the world’s data, for travellers, and in real-time."
ShadiBox,https://e27.co/startup/shadibox,http://shadibox.com,Pakistan,"Internet of Things,Enterprise Solution,Information & Communications Technology",August 2015,Talha Rehman,"http://www.twitter.com/shadibox,https://www.facebook.com/shadiboxofficial,https://pk.linkedin.com/in/talha7o",,,"ShadiBox is a one stop shop for brides/grooms to search, compare, book and review all sort of vendors related to any sort of Wedding and Parties.","Wedding traditions and customs are different in one way or the other in the world but the one thing that seems to be constant everywhere is: the simultaneous chaos and excitement of wedding planning.But there surely needs to be a simpler, stress free way to make the most important day in a couple’s life magical for all parties involved without having a nervous breakdown or a stroke along the way.And now there is!ShadiBox aspires to be the largest and most reliable online marketplace connecting vendors with engaged couples and wedding planners. We are here to help couples easily navigate every wedding planning detail, both big and small. From the picture-perfect venue to the dazzling photographer - ShadiBox has got you covered. It is your digitalized answer to every wedding query. We will not let you miss even a tiny detail. ShadiBox is the best place to find, compare and book the pros for every milestone of your wedding. Vendors will not need the hard registers as ShadiBox will be providing them the dashboard where they can have a detailed look on the stats, graphs, accounting and will be able to maintain their customer’s database.In a country where we see around a hundred thousand weddings in a year, Shadibox has a lot of potential because it is the most comprehensive wedding search portal."
Blue Phish,https://e27.co/startup/blue-phish,https://bluephish.org/,Singapore,Cybersecurity,,,"http://www.twitter.com/Bluephish_,http://www.facebook.com/BluephishCyberCare/,https://www.linkedin.com/company/bluephish/",,,"Blue Phish, provides an online platform to drive cybersecurity awareness and play a part in reducing the number of cyber-attacks that are created due to human error.","Blue Phish, provides an online platform to drive cybersecurity awareness and play a part in reducing the number of cyber-attacks that are created due to human error.Blue phish delivers user level training for Businesses and Educational institutes.Aiding clients to understand their potential cyber risks, and subsequently providing solutions and tools to reduce to increase their cyber maturity.Blue phish delivers workshops and consultation, designed to engage and digestible by all.Today, Small to Mid-Size companies are most at risk, With 95% of cyber attacks occurring by human error within the company walls, Blue phish understand's it is not enough to only secure your perimeter, and engagement of non technical staff needs to be conducted in a interactive manner.Blue phish with educational institutes to educate teachers, parents and children on cyber safety."
mlsensors,https://e27.co/startup/mlsensors,http://www.mlsensors.com/,Singapore,"Consumer,Hardware",,,https://www.linkedin.com/company/microlight-sensors-pte-ltd-?trk=company_logo,,,"Incorporated in February 2006, Microlight Sensors’ (""MLS"") principal activities are designing, developing, and producing sensor systems such as broad spectrum imagery, optical probes etc.","Incorporated in February 2006, Microlight Sensors’ (""MLS"") principal activities are designing, developing, and producing sensor systems such as broad spectrum imagery, optical probes and light-wave sensors including laser system for specialty applications. MLS is among a few Asian companies, who are capable of its own product design and development capabilities for high-end optical field engineering equipment and systems for global needs. MLS is also active in partnership developments with Singapore institutions for other sensor systems like new sensor materials, robotics vision and industrial probes. Our other business activities include value added installation for specialized sensing equipment and systems in the ASEAN region. Our strengths lie in our ability and experience to generate products with specific design to exact demand and produce instruments, integrated sensor solutions and equipment for our customers. Our customers included civil authorities, government agencies and industrial users across the Asia-Pacific region.The company is a respectable member of the community; registered as a full member of the Singapore International Chamber of Commerce (SICC), has won grants from the Singapore EDB; delivered products and systems to various high profile but confidential customers. Microlight Sensors products comply with all the measures of manufacture that abide by the requirements of Certificate of Origin for Locally (Singapore) Manufactured Goods.Microlight Sensors has grown over the years as an optical systems company generating products and services in the strategic equipment domain. Designing instruments and equipment for night vision, long range equipment for coastal and large scale facilities, laser systems and tactical robotics.  In 2010, Microlight Sensors catapult into the international scene with an investment partnership through Nanostart Asia investment fund partnership. Nanostart headquarter in Frankfurt is focused in the technology space. Mi"
Infinit Closet,https://e27.co/startup/infinit-closet,http://www.infinitcloset.com/,Thailand,"Advertising,E-commerce,Platform,Information & Communications Technology",January 2013,,"https://www.facebook.com/Infinitcloset,https://www.linkedin.com/company/infinit-closet",,,"Infinit Closet, is developing a fashion social platform to help teenage and working female to borrow fashion items from their friends","Infinit Closet, is developing a fashion social platform to help teenage and working female to borrow fashion items from their friends and update fashion trend with the community more easily with social network connection.It is a Social FASHION platform that allows you to join your closet with those of your friends. You can look, pick, book and borrow your friend's items. Just book it, and the app will automatically notify your friends. Also, never miss the trend with the public closets that the users in the community open for showcases!"
Process 9,https://e27.co/startup/process-9,http://www.process9.com/,India,"Mobile,Software as a Service,Information & Communications Technology",,,"http://www.twitter.com/ProcessNine,https://www.facebook.com/media.process9,https://www.linkedin.com/company/summit-information-technologies-pvt-ltd?trk=tyah&trkInfo=tas%3Asummit+information+technologies%2Cidx%3A1-1-1",,,"Process Nine is a software company with expertise in localization technology addressing Internet, cloud and mobile application space. ","Process Nine is a software company with expertise in localization technology addressing Internet, cloud and mobile application space.They are currently working with mobile device manufacturers, eCommerce companies, mobile app developers, content providers, eGovernace and media companies and enabling them to impact the largely untapped vernacular Indian consumer market through Indic localization.Process Nine is a young company with its work place bubbling with innovative ideas and the zeal to find the best ways to solve challenging problems. The management brings in deep understanding of business processes and the maturity needed to make innovative ideas deliver real business benefits."
CMS Consortium Ecotour Sdn Bhd,https://e27.co/startup/cms-consortium-ecotour-sdn-bhd,http://www.comos.com.my,Malaysia,,2014,Fadzili Ahmad Shiyuti,,,,Smart Mobility Solution provider - City and Campus Car Sharing System developer and operator for full electric and petrol based vehicles,
Sirclo,https://e27.co/startup/sirclo,http://www.sirclo.com/,Indonesia,"E-commerce,Advertising,Information & Communications Technology",,,"http://www.twitter.com/sirclosolution,https://www.facebook.com/sirclosolution?_rdr,https://www.linkedin.com/company/3336662?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3336662%2Cidx%3A2-1-2%2CtarId%3A1446775241627%2Ctas%3ASirclo",,,SIRCLO is the leading Indonesian e-commerce platform where one can create and run an online shop with ease.,"SIRCLO is the leading Indonesian e-commerce platform where one can create and run an online shop with ease. SIRCLO envisions the good day when everyone can create and run their own successful online shop with ease. Their team contains dozens of young Indonesian professionals with diverse backgrounds and industry studies locally and overseas. Their services are focused on making the website attractive online stores, complete, and professional.More than just a website creation, They continue to develop itself as a company that understands the technology of e-commerce shopping cart to the payment system (payment gateway), delivery systems (shipping system), and so on. Big brand in the offline world as Wacoal & Oatbits, well-known brands in the online world as Jenahara & Paro Paro, until such great startups Sale Stock & Livaza are among hundreds of their clients. They understand that the success of your online business is the most important."
Kindlebit Solutions Pvt. Ltd.,https://e27.co/startup/kindlebit-solutions-pvt-ltd,http://www.kindlebit.com/,India,"Enterprise Solution,Software as a Service",,,"http://www.twitter.com/KindleBit,https://www.facebook.com/KindleBit/,https://www.linkedin.com/company/kindlebit-solutions",,,"A Globally Renowned IT company operating throughout the globe and offshore development center India, Kindlebit Solutions is framed with a motto to carve a niche in the e-commerce industry","A Globally Renowned IT company operating throughout the globe and offshore development center India, Kindlebit Solutions is framed with a motto to carve a niche in the e-commerce industry with a custom-made and a two-way approach.Kindlebit Solutions Pvt. Ltd. is India based IT Services providing company with team strength of technical experts in various domains and technologies. We have a track record of designing and delivering end to end excellent ecommerce, membership, social networking, internet community and many more websites for different market verticals.  We have team of designers, developers, QA Engineers, Mobile Application Developers and SEO professional with many years experience in their respective area."
Srishti Software Applications,https://e27.co/startup/srishti-software-applications,http://srishtisoft.com/,India,"Healthtech,Mobile,Software as a Service,Information & Communications Technology",May 2005,,"http://www.twitter.com/sharesvault,https://www.facebook.com/SrishtiSoftware,http://www.linkedin.com/company/srishti-software",,,Srishti Software is a leading product company having IPR in the Healthcare domain anchored around its product PARAS. ,"Srishti Software is a leading product company having IPR in the Healthcare domain anchored around its product PARAS. Srishti’s objective is to enable health care providers deliver required services to care recipients by implementing best in class administrative and clinical practices, processes and controls and helps in running the hospitals profitably.Srishti’s product PARAS is a Web Engineered, Mobile Application and Cloud ready Enterprise class solution which suits the needs of all kinds of healthcare providers and their configurations like chain of hospitals, single/multi specialty hospital(s), clinics, laboratories, day care centers & diagnostics etc."
Dinclix GroundWorks,https://e27.co/startup/dinclix-groundworks,http://www.dinclixgroundworks.com,United States of America,"Enterprise Solution,Big Data,Agency & Consulting,Information & Communications Technology",December 2014,Ryan Cronin,"http://www.twitter.com/dinclixgw,https://www.linkedin.com/company/dinclix-groundworks",,,"Dinclix GroundWorks is the parent organization of DGW R&D and DGW Cloud, where we provide cloud computing and R&D services to awesome people and organisations.","At Dinclix GroundWorks, our mission is to provide superior services and quality products that could make our lives easier.We provide cloud storage and computing services around the world. At DGW R&D, we are developing advanced wearable devices, virtual reality equipments, automobile and software to make the world a better place."
HR In Asia,https://e27.co/startup/hr-in-asia,http://www.hrinasia.com/,Singapore,"Education,Human Resources,Media,Information & Communications Technology",,,"http://www.twitter.com/HRinAsia,https://www.facebook.com/hrinasia,https://www.linkedin.com/company/3164995?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3164995%2Cidx%3A1-1-1%2CtarId%3A1443150692080%2Ctas%3AHR%20In%20Asia",,,"HR in Asia is a regional online HR publication, which provides the covers the latest developments in Employer Branding, Recruitment, Retention, etc.","HR in Asia is an online digital media publication and events platform covering the latest developments in the domains of employer branding, recruitment, retention, employee relations, people development, HR technology and outsourcing.HR in Asia seeks to connect psychological insights with the best practices and experiences of executives, managers and HR professionals in the corporate sector, as well as employees and job-seekers that seek to understand the latest developments and trends in the regional HR space.With their branded bi-monthly networking events (PunchOut!), they seek to facilitate and create the convergence of an informed professional community of HR professionals throughout the region, providing and contributing to the latest in industry knowledge and practices via content from influencers, coaches and industry thought leaders from around the world, while maintaining a local context."
MerchVillage.ph,https://e27.co/startup/merchvillage-ph,http://merchvillage.ph/,Philippines,"E-commerce,Retail",,,"http://www.twitter.com/MerchVillagePH,https://www.facebook.com/MerchVillage.ph",,,MerchVillage.ph is an online shop for locally made apparels in the Philippines. It's a platform that provides a solution for artists and brands looking for a home to sell and showcase merchandise.,MerchVillage.ph is an online shop for locally made apparels in the Philippines. It's a platform that provides a solution for artists and brands looking for a home to sell and showcase their merchandise online.
Bao He Group,https://e27.co/startup/bao-he-group,http://www.baohegroup.com,Singapore,,,Kelly Cheng,https://sg.linkedin.com/company/baohe-group,,,"Founded in 2005, the Bao He Group of companies have been a bedrock to foreign investors venturing into Singapore’s lucrative financial market for more than a decade. We believe in offering a one-stop","Founded in 2005, the Bao He Group of companies have been a bedrock to foreign investors venturing into Singapore’s lucrative financial market for more than a decade. We believe in offering a one-stop service to our clients by implementing tailored solutions that include asset management, consulting and financial technology (fintech) among others.Located in Singapore’s SGX Tower, our experienced staff are able to provide the support you need, whenever you need it. Covering an assortment of fintech services, our subsidiaries - Bao He Immigration Specialist, Bao He Capital, Singapore Accounting Company, Qi Xiang Technology, Hao Ye Sheng Shi Solutions as well as JinHe Innovation work hand in hand with Shanghai Baoyu - our sister company based in Shanghai, China to help clients solve their business needs and identify the market opportunities they seek. As of 2017, the group has more than 300 employees worldwide and has collectively managed over $1 billion dollars’ worth of funds."
Zebroads,https://e27.co/startup/zebroads,http://zebroads.com/,India,Logistics/Supply Chain,,,https://www.facebook.com/,,,Zebroads is a online logistics and warehousing startup.,"Zebroads is a online logistics and warehousing startup.Zebroads can help you with providing Mini trucks for smaller Loads, Mid-sized Trucks for Bigger loads  Trained and Screened Manpower (Helpers / Supervisors / Packers etc.)Their Drivers are handpicked, Experienced and verified to provide you a hassle free , courteous and best in class services."
Kohlife,https://e27.co/startup/kohlife,https://www.kohlife.com/,Thailand,,,,,,,"A travel and transportation startup that helps customers to plan and book all ground transportation combined with flight, activities, and event in Thailand and worldwide.","A travel and transportation startup that helps customers to plan and book all ground transportation combined with flight, activities, and event in Thailand and worldwide."
Insurance Inbox,https://e27.co/startup/insurance-inbox,https://www.insuranceinbox.com/,India,,January 1999,Insurance Inbox,"http://www.twitter.com/insuranceinbox,https://www.facebook.com/InsurInbox/,https://www.linkedin.com/company/insurance-inbox.com",,,"We are an insurance broking company, licensed by the IRDA. This gives us the authority to sell insurance policies across all insurance companies in India.","InsuranceInbox provides healthcare plans and life insurance policies as per the preferences of the buyers. This company’s online platform is one of the best websites to compare healthcare plans. You can compare different types of health insurance policies on this online platform to identify the one that precisely meets your requirements. If you are looking for Med Plus Health Insurance plan, then check out InsuranceInbox. This platform lets you compare, evaluate, and purchase healthcare plans directly from the company’s website. Also, InsuranceInbox allows potential buyers to learn more about the individual policies as well."
CHOB MEDIA,https://e27.co/startup/chob-media,http://chobmedia.com,Singapore,,,chun huey yei,,,,CHOB MEDIA is a digital marketing company. We help businesses get more sales and leads through our propietary online referral marketing platform.,
Female Daily Network,https://e27.co/startup/female-daily-network,http://femaledaily.com/,Indonesia,"Consumer,E-commerce,Media",May 2007,"Ideosource,Convergence Accel,Convergence Ventures,Sinar Mas Digital Ventures","http://www.twitter.com/femaledaily,https://www.facebook.com/FemaleDailyNetwork,https://www.linkedin.com/company/female-daily",,,"FDN is the biggest women online community in Indonesia with over 130,000 members. They have a network of digital destination specifically catered to women.","Female Daily is the biggest women online community in Indonesia with over 130,000 members. They have a network of digital destination specifically catered to women.The insight anyone can get from their community is mind boggling.Their vibrant community is the heart and soul of Female Daily. The women are savvy, intelligent, independent and opinionated. They’ve been striving to make the forum a friendly, easy to use place for these women to share knowledge, experiences and ideas. They also hold exciting meet-ups and events regularly.FEMALE DAILY is all about empowering women through the happiness from small acts of joy, like opening a new tube of lipstick. FEMALE DAILY is about YOU. They want to bring out the inner beauty already engrained in women of all sizes, shapes, and ages, and help share that with the world."
Spinta Digital,https://e27.co/startup/spinta-digital,https://www.spintadigital.com/,India,"Agency & Consulting,Advertising",February 2014,Kavya Hem,,,,"Digital consulting agency in India. We employ performance marketing strategies for clients from USA, UK and India. Our expertise include SEO, SMM, content marketing, online consulting and analytics.",
Tork Motorcycles,https://e27.co/startup/tork-motorcycles,http://torkmotorcycles.com/,India,"Automotive,Transportation",,,"http://www.twitter.com/torkindia,https://www.facebook.com/TorkIndia/,https://www.linkedin.com/company/tork-motors-pvt-ltd",,,Tork Motors Pvt. Ltd. was established in April 2009 to specialise in design and development of the electric motorcycle.,"Tork Motors Pvt. Ltd. was established in April 2009 to specialise in design and development of the electric motorcycle. Our first electric motorcycle prototype (TT01X) gave us enough reasons to develop the parts and components for electric vehicle and proved ideal by winning respected races like IOM- TT (The toughest circuit in the world) and TTXGP. Tork has specialized in complete drivetrain solution and other components, with specific focus on controller units, Battery Management System (BMS), hall effect throttle etc.The laws and norms of controlling environment from emission gasses and fuel technologies getting stricter and expected to continue in that direction and that's why Tork decided to commercialise the powertrain system and electric vehicle components to help the other manufacturers working on electric vehicle. This will help to reduce the emission or CO2 level from the environment and team up the manufacturers to boost a clean technology.As an experienced, Tork Motors provide services to support their customers during brainstorming, planning, design, development, prototyping, testing and series production of both individual components and entire devices.Our passion for racing motivates us to focus on lifestyle design, reliability and efficiency with including standards like packaging, customer specific applications and extensive testing in all disciplines."
Savioke (Singapore) Pte. Ltd.,https://e27.co/startup/savioke-singapore-pte-ltd,http://www.savioke.com,Singapore,,,,"http://www.twitter.com/Savioke,https://www.linkedin.com/company/savioke/",,,Savioke is the leader in developing and deploying peer-to-peer robots that work in human environments to improve people’s lives.,"Savioke is the leader in developing and deploying peer-to-peer robots that work in human environments to improve people’s lives.  The company’s flagship product, Relay, is a beautifully simple yet sophisticated delivery robot that increases productivity, revenue, and delight for people across a range of markets, industries, and applications."
De Panache,https://e27.co/startup/de-panache,http://www.depanache.in,India,,,Atreyee Choudhary,"http://www.twitter.com/depanache001,https://www.facebook.com/DePanacheInterior/,https://in.linkedin.com/company/de-panache",,,Looking for personalized design solution for your house? Our De Panache architects based of Bangalore provides interior for residential apartments & corporate sectors.,
TaggLabs Technologies,https://e27.co/startup/tagglabs-technologies,http://tagglabs.in/,India,"Media,Enterprise Solution,Software as a Service",,,"http://www.twitter.com/TaggLabs,https://www.facebook.com/TaggLabs,https://www.linkedin.com/company/tagglabs-technologies-pvt-ltd-",,,TaggLabs Technologies provides cutting-edge end-to-end solutions to brands to enable their physical spaces with Social Media.,"TaggLabs Technologies provides cutting-edge end-to-end solutions to brands to enable their physical spaces with Social Media.Changing the way businesses use Social Media. At TaggLabs Technologies, they provide cutting-edge end-to-end solutions to brands to enable their physical spaces with Social Media.They believe in creating an amazing social experience for the stakeholders who interact with these spaces, the majority of which are customers to these brands.At TaggLabs, they are committed & focused to draw a new dimension to this engagement where your real business happens - your physical spaces! They facilitate you as a brand, to take your Digital and Social Media Marketing campaigns to your brick & mortar spaces with their innovative & creative technology solutions, based on RFID & Biometrics. Their technologies are focused towards growing organic creation and consumption of stories around your brand, all with the simple physical actions of your consumer!"
Commonwealth Capital Corp.,https://e27.co/startup/commonwealth-capital-corp,http://www.ccclease.com,United States of America,"Architecture & Construction,Enterprise Solution",,Kimberly Springsteen-Abbott,http://www.twitter.com/KimberlySAbbott,,,Commonwealth is a leading equipment leasing company with more than 30 years of history in the United States. Commonwealth generally provides lease financing for 12-36 month.,"ABOUT COMMONWEALTH CAPITAL CORP.Since 1978, Commonwealth has priced, structured and negotiated in excess of $1 billion in lease transactions.Commonwealth is a leading equipment leasing and financial services company with more than 30 years of history in the United States.Commonwealth’s expertise is in structuring Information Technology, Medical and Telecommunications equipment leases for large credit worthy companies. Commonwealth Capital Corp. is a member of the Equipment Leasing and Finance Association (ELFA) and is a certified woman-owned business.CEO Kim Springsteen-Abbott and Hank Abbott our President, have spent their professional careers in the capital markets arena raising and placing billions of dollars of equity for large investment and international banks. Their innovative strategies providing lease financing and their commitment to customer service has distinguished them within the commercial finance industry.Operating from our corporate office in Clearwater, FL our asset management group brings over 100 years of collective experience to our customers. We have developed a superior portfolio of services for the evolving needs of Fortune 1000 companies requiring Information Technology and Medical equipment lease financing.In 1997, Commonwealth Capital Securities Corp. was founded and is under the ownership of Commonwealth Capital Corp., the parent company. Commonwealth offers one of the only Information Technology specialized public Alternative Investment funds in the U.S.Whether you need capital equipment financing, or you're looking for an attractive alternative investment, discover Commonwealth Capital Corp. and its wholly"
Zolo,https://e27.co/startup/zolo,http://www.imzolo.com/,India,Social Enterprise,December 2014,"Nexus Venture Partners,InnoVen Capital India","http://www.twitter.com/Zolo_Official,https://www.facebook.com/imZOLO,https://www.linkedin.com/company/zolo-technologies-private-limited",,,Zolo is India's first talent marketplace where people get their professional and creative projects done by passionate individuals.,"Zolo is India's first marketplace for on-demand talent where you can discover thousands of talented people ready to help you get anything done.Imagine having an army of people with a variety of 'specialized skills & talent' ready to help you complete your to-do list, finish your projects, solve any problem and accomplish your big goals in life. Soon Zolo will have over 200,000 independent professionals in over 500+ categories across 50 cities in India sharing their talent, skills & services with you.Zolo is one of the rare digital companies which is positioning itself for global success by enabling freelancers from all walks of life to build a business around their passion."
Live Biking ,https://e27.co/startup/live-biking,http://livebiking.in/,India,"Mobile,Enterprise Solution,Software as a Service,Information & Communications Technology",October 2015,Prannoy Ray,"http://www.twitter.com/livebiking_in,https://www.facebook.com/LiveBiking.in,https://www.linkedin.com/company/live-biking",,,"""Live Biking"" is technology driven network of authorized service centers and local service centers meant for repair and servicing of motorcycles.","""Live Biking"" is technology driven network of authorized service centers and local service centers meant for repair and servicing of motorcycles.Live Biking is an online platform for authorized and local bike service centers or garages meant for repairing and servicing of motorcycles. It also customize for bikes and sell accessories on their  internet platform. They plan to tie up with various trip organizer companies, to launch biking trip products as well. www.LiveBiking.in is an online bike repairing and rental portal. They offer motorbike servicing and repairing, as well as act as an online platform for bike rentals and accessories for bikes."
Focus Web Works,https://e27.co/startup/focus-web-works,https://focusww.com,United States of America,"Enterprise Solution,Advertising",June 1999,Focus Web Works,http://www.facebook.com/focuswebworks,,,Digital Marketing Agency with a focus on building online reputation for businesses.,
VoidSolution,https://e27.co/startup/voidsolution,http://www.voidsolution.com/,Indonesia,"Enterprise Solution,Software as a Service",,,"http://www.twitter.com/voidsolution,https://www.facebook.com/Voidsolution",,,VoidSolution is a software solution provider from Indonesia.,"VoidSolution is a software solution provider from Indonesia.Voidsolution is a Digital Idea Executor, service which have open source based IT solution for small and medium enterprises to improve their business. Since 2014, they have been providing consulting service, web application development and technical support to their clients in various industries, including manufacturing, health care, telecommunication and transportation."
APTTRIX EDUCATION PRIVATE LIMITED,https://e27.co/startup/apttrix-education-private-limited,https://www.apttrix.com/,India,"Education,Agency & Consulting",,Ravi Mohan Mishra,"http://www.twitter.com/Ask_RaMo,https://www.facebook.com/apttrix",,,Apttrix provides online coaching classes for banking exams and SCC CGL.,"Apttrix provides online coaching classes for banking exams and SCC CGL. The course structure is curated by professionals of the field. Live and interactive classes, efficient quizzes and instant doubt clearing assistance are provided to each and every student enrolled with us. A student can even access class recordings for revision or in the case of an unattended class."
Sparkz web design agency,https://e27.co/startup/sparkz-web-design-agency,http://www.sparkz.co.in/,India,Information & Communications Technology,June 2003,Vinod Pj,"http://www.twitter.com/sparkzwebdesign,https://twitter.com/sparkzwebdesign,https://www.linkedin.com/company/sparkz-web-design-agency",,,Quick web solutions,"HTML code, Cascading Style Sheets and JavaScript, fonts, content, images and colours are the main ingredients for designing the pages of your website.Creative web designers at our agency immerse themselves in the visual aspect keeping in mind the intended conversion metrics of the visitors. Care is given to maintain the brand image of the company along with usability.The designed pages are tested for responsiveness, compliance to standards and page load speed. We also create awesome landing pages for best ROI on your Google or Fb PPC ads. We love working with Twitter Bootstrap."
PlaceMatch ,https://e27.co/startup/placematch,http://www.placematch.asia,Singapore,"Advertising,Agency & Consulting,Real Estate,Information & Communications Technology",,,"http://www.twitter.com/PlaceMatchAsia,https://www.facebook.com/PlaceMatch.sg,https://www.linkedin.com/company/3496875",,,"PlaceMatch is an online marketplace that allows owners, agents and tenants to connect and transact long-term accommodation rental deals.","PlaceMatch operates in an industry characterised by cluttered, complicated and transactional websites and soulless or downright cheesy brands that fail to build trust or emotional connections with people. In the given competitive space, there is opportunity for differentiation through simplification of analytical elements and incorporation of emotional components of flat-hunting in user experience, brand identity and strategic orientation.By combining a friendly and endearing communication style and emotional user experience with stunning simplicity and lean and user-centric processes, they are able to merge the best ingredients of existing platforms and combine them in a uniquely differentiated brand identity.PlaceMatch is the single best solution for finding a home and flatmates in Singapore, because itis easy and efficient but never aloof.Building trust on the basis of a fun, cute,innocent and human identity and drivingengagement through simplicity makes usthe single best flathunting & flatmate platform. They combine the best of all existing ways of finding a home for all age groups."
SimplyMoveIn ,https://e27.co/startup/simplymovein,http://www.simplymovein.com/,India,"Advertising,E-commerce,Travel,Information & Communications Technology",,,"http://www.twitter.com/SimplyMoveIn,https://www.facebook.com/Simply-MoveIn-494802530675227,https://www.linkedin.com/company/simplymovein",,,SimplyMoveIn is a platform for people who are looking for an accommodation while relocating to a city.,"SimplyMoveIn is a platform for people who are looking for an accommodation while relocating to a city.SimplyMoveIn is an innovative platform for people who are looking for an accommodation while relocating to a city. SimplyMoveIn simplifies the entire process of finding an accommodation with maximum facilities and instant services. Moreover SimplyMoveIn makes settling down in a city hassle free, discarding the unnecessary expenses, otherwise incurred, such as brokerage, advance payment, purchasing furniture and lot more."
InstaReM PTE limited,https://e27.co/startup/instarem-pte-limited,https://www.instarem.com,Singapore,Finance,May 2014,Dilip Bariya,"http://www.twitter.com/InstaReMit,https://www.facebook.com/InstaReMit/,https://www.linkedin.com/company/instaremit/",,,InstaReM is an international funds transfer company that helps you transfer funds overseas across 50+ countries.,"InstaReM is an international funds transfer company that helps you transfer funds overseas across 50+ countries. InstaReM uses international bank transfer and wire transfer to transfer your money overseas. We have been licensed in Australia by ASIC (AFS License No. 464627), Singapore by The Monetary Authority of Singapore (MAS License: RA No. 01420) and in Hong Kong by the Hong Kong Customs Excise Department (License No.: 16-01-01797).Whether you have to send money overseas for business or personal needs, or are receiving money from overseas we make your global money transfer experience a hassle-free and cost-effective one. Any international transfer takes us one or two business days and all international funds transfer involve low remittance fees. All you need to do to transfer funds overseas is follow a 3-step process and we take care of the rest of the process to remit your money. You can choose to make global money transfer through our money transfer website or our international money transfer app. Even if you are receiving money from overseas, it is sent directly to your account. We ensure that your money transfer, wire transfer or international bank transfer done through our website or international money transfer app happens seamlessly.What's more: We give you Real-Time FX rates, speedy transfers & first time transfer bonus!"
Blueninja.io,https://e27.co/startup/blueninja-io,https://blueninja.io/,Malaysia,"Design ,E-commerce,Advertising,Information & Communications Technology",,Mahi Pottluru,,,,"Blueninja is the Malaysian entrusted digital expert. Creative Web & Mobile Apps, E-commerce, PWA, SEO, SEM & SMM. We create with a customer in mind!",
Teknojek,https://e27.co/startup/teknojek,https://teknojek.com/,India,Transportation,,,https://www.facebook.com/teknojekindonesia/,,,A ride-hailing service which implements a pyramid scheme to recruit its driver-partners.,"Teknojek is the first Mobile Apps company that prioritizes self-development of its members, with Co Founder and team leader experience for more than 10 years in the business of self-development and networking, Teknojek sure will provide its own experience for you all.Feel the different experiences with our friendly and skillful RidersSmile You smile!"
Wisdom Community,https://e27.co/startup/wisdom-community,http://211.22.123.98:3010/,Taiwan,Agency & Consulting,August 2017,Wisdom Community,,,,"Making IoT connection to be easily. We will offer technical module solution & manager system to all SI partners who working in smart campus IoT integration, lets their work become simple & save money.","The IoT market scale will reach 3.48Tn US dollars on 2026. But we find 90% people want to join IoT future world but they don't know how to do. We create this platform put our  technology into three blocks, 12 modules, to provide a multi-directional communication platform, so that SIs and customers can easily communicate. Reduce them opportunity cost and accelerate the business deal to complete."
Trade Finance Market,https://e27.co/startup/trade-finance-market,http://tradefinancemarket.com/,Singapore,,,,https://www.linkedin.com/company/trade-finance-market,,,Trade Finance Market (TFM) connects SMEs in emerging markets with a global funder network to power cross border trade.,The Electronic Exchange For Global Trade Finance.Trade Finance Market (TFM) connects SMEs in emerging markets with a global funder network to power cross border trade.We help businesses fund cross border transactions online. Our peer to peer platform taps into a global network of funders to finance import and export transactions quickly and cost effectively.
Newton Circus Pte Ltd,https://e27.co/startup/newton-circus-pte-ltd,http://newtoncircus.co/,Singapore,,,,,,,Newton Circus is a social enterprise and technology company inventing communities and services that make the world a better place.,
